1,849,40
2,849,71
3,177,54
4,146,92
5,736,42
6,604,61
7,220,36
8,894,36
9,806,91
10,717,93
11,187,18
12,106,14
13,620,89
14,153,61
15,421,12
16,451,16
17,439,33
18,128,96
19,113,22
20,747,33
21,880,25
22,625,57
23,935,15
24,261,55
25,406,14
26,432,67
27,184,23
28,118,65
29,308,82
30,47,85
31,76,80
32,476,100
33,5,6
34,145,94
35,720,100
36,772,12
37,971,30
38,912,35
39,852,47
40,552,36
41,999,32
42,778,20
43,172,23
44,337,63
45,641,31
46,882,49
47,639,94
48,559,17
49,943,55
50,435,85
51,633,36
52,338,63
53,256,29
54,315,82
55,384,38
56,218,44
57,832,74
58,978,50
59,964,55
60,32,90
61,374,99
62,507,97
63,325,80
64,581,73
65,80,7
66,351,29
67,137,11
68,388,5
69,533,31
70,741,67
71,410,90
72,236,34
73,467,77
74,684,9
75,430,82
76,941,82
77,378,8
78,504,95
79,882,34
80,706,24
81,111,11
82,185,93
83,637,7
84,68,12
85,302,98
86,443,91
87,169,31
88,940,75
89,905,22
90,755,67
91,967,51
92,246,100
93,439,55
94,748,66
95,898,66
96,765,29
97,337,42
98,441,31
99,952,86
100,964,47
101,683,36
102,235,65
103,835,94
104,339,7
105,469,51
106,628,22
107,656,22
108,28,15
109,534,66
110,357,24
111,522,67
112,622,57
113,589,32
114,731,65
115,536,62
116,102,31
117,690,78
118,291,57
119,933,54
120,68,81
121,649,18
122,282,47
123,649,17
124,550,83
125,888,27
126,612,90
127,950,54
128,164,64
129,498,73
130,278,8
131,901,39
132,476,68
133,813,6
134,71,7
135,468,31
136,667,74
137,415,98
138,416,16
139,915,99
140,552,57
141,804,81
142,602,54
143,685,79
144,654,5
145,656,53
146,567,82
147,658,49
148,396,85
149,670,93
150,351,16
151,709,94
152,395,38
153,853,88
154,667,94
155,835,9
156,650,91
157,512,9
158,775,74
159,200,60
160,710,57
161,787,33
162,847,56
163,339,24
164,240,58
165,472,67
166,994,55
167,991,90
168,662,56
169,73,84
170,152,47
171,390,88
172,453,40
173,808,14
174,774,43
175,30,97
176,334,85
177,703,36
178,549,78
179,439,72
180,669,79
181,378,98
182,363,93
183,249,29
184,924,95
185,681,29
186,854,8
187,26,94
188,712,18
189,510,50
190,885,72
191,578,38
192,642,99
193,209,70
194,801,83
195,268,36
196,164,89
197,927,56
198,983,20
199,55,49
200,461,56
201,835,14
202,331,34
203,943,20
204,54,50
205,977,63
206,523,78
207,58,86
208,172,6
209,688,97
210,497,100
211,333,82
212,529,73
213,384,43
214,923,86
215,575,75
216,652,81
217,858,67
218,331,74
219,47,48
220,197,52
221,616,48
222,471,72
223,100,59
224,45,9
225,608,69
226,174,83
227,217,32
228,82,39
229,458,35
230,52,23
231,59,15
232,993,99
233,361,46
234,391,46
235,964,15
236,877,39
237,845,63
238,745,7
239,918,67
240,1,32
241,395,26
242,379,16
243,954,40
244,443,83
245,729,75
246,990,48
247,815,21
248,369,85
249,963,70
250,355,76
251,392,17
252,494,32
253,504,64
254,958,9
255,83,98
256,357,71
257,15,81
258,444,24
259,459,92
260,633,11
261,997,11
262,698,10
263,679,31
264,623,14
265,430,15
266,568,73
267,79,91
268,672,41
269,558,11
270,342,68
271,88,49
272,91,74
273,473,19
274,8,81
275,221,84
276,288,50
277,503,52
278,196,66
279,747,23
280,773,48
281,764,45
282,594,93
283,373,14
284,332,37
285,656,55
286,778,75
287,299,31
288,712,43
289,684,28
290,848,80
291,792,57
292,809,83
293,562,16
294,408,96
295,799,50
296,634,47
297,445,42
298,769,25
299,910,49
300,338,42
301,884,57
302,302,88
303,409,27
304,928,56
305,438,8
306,704,9
307,158,75
308,824,70
309,328,42
310,779,77
311,638,58
312,543,59
313,938,14
314,591,97
315,197,86
316,8,41
317,307,14
318,462,68
319,329,22
320,588,76
321,752,75
322,67,16
323,916,62
324,788,49
325,248,69
326,448,99
327,181,11
328,177,9
329,757,72
330,27,26
331,314,87
332,867,15
333,121,6
334,280,60
335,906,93
336,105,53
337,387,30
338,444,7
339,292,39
340,321,89
341,689,31
342,908,60
343,629,76
344,526,62
345,353,88
346,14,39
347,854,9
348,507,7
349,149,67
350,740,57
351,198,98
352,198,85
353,373,73
354,433,55
355,41,76
356,521,30
357,568,14
358,412,7
359,13,74
360,906,42
361,740,33
362,994,90
363,1,74
